intercepto,pendiente,sigma
-4.511196392446674,3.090989591090568,0.38488951895090867
-4.762609902612164,3.2012548683871955,0.3398231127954112
-4.985213566933078,3.258271248873978,0.34728852757005974
-4.990338156958074,3.2516849093842355,0.35650659214103636
-4.443409270250169,3.084108854007564,0.3748205737042184
-4.7670581652744035,3.187594183839632,0.35521878458982864
-4.586140637927974,3.1234665931724988,0.39193027163832
-4.62589081933483,3.146807632949168,0.3566504386150612
-4.784262885405094,3.191910390870482,0.38034908953000635
-4.4915449510473495,3.1027525649176404,0.356479745324166
-4.823896873288908,3.2114361884669664,0.41610542691754665
-4.35414574294145,3.063167202907563,0.36411315666013805
-4.858533120666365,3.213073234790723,0.36807548287204084
-4.908095906802582,3.2240496056878456,0.37933372916273
-5.062055381351482,3.2607233495636003,0.3893510344665229
-4.961069198227604,3.2306969646902775,0.39652182974186173
-4.751482671568838,3.1845613183108434,0.4037512285193792
-4.806322406922653,3.1924798768832954,0.3562596138070466
-4.481510021082511,3.107065460717683,0.3682523015554203
-4.492228704478287,3.11034644900043,0.36141100688977873
-4.990861245171581,3.2700779720947413,0.3618024177865891
-4.911450955984439,3.242260819217588,0.35902949001184653
-4.833471573975678,3.22607488779052,0.34658870793619767
-4.8052196017123565,3.1981431565256977,0.42626929580852396
-4.964549852670535,3.2351872412012446,0.3693564234494711
-4.84572266199306,3.1960421360594573,0.3522781397243262
-4.469748255296717,3.106764763168767,0.367581618510955
-4.773170168244013,3.198369676449838,0.4092586376330644
-5.0008410302174,3.264669741911333,0.40603646345159317
-3.8336660526943245,2.919860947737305,0.3772576836573364
-4.35540279331434,3.0526710355926614,0.41707409714263677
-4.52533631775935,3.090148966332854,0.40001901416621855
-4.52462963358934,3.112461511724758,0.3825157134412335
-4.52462963358934,3.112461511724758,0.3825157134412335
-4.441799732514884,3.0913982628247165,0.3674145474175618
-4.725685937660209,3.1663874906562706,0.36582135623772155
-3.9788315492279747,2.9486234240527556,0.36561921728535546
-4.195468440379969,3.0268281105258197,0.3781173606936369
-4.256935656428997,3.043690778485581,0.38350978072704156
-4.177743616701839,3.0126930135204035,0.363654180425176
-4.634240293027085,3.1410037090472467,0.36438357385608816
-4.6024555497556054,3.1375749523926126,0.3952556627801159
-4.916170671489924,3.2463912849314,0.3563767959592884
-4.699907969214706,3.166068961511219,0.3877665476607179
-4.630688988640404,3.13639372763888,0.38201942399341615
-4.84969535572807,3.199781057734177,0.37854647752003784
-4.462649342392172,3.0971067248927446,0.36961209010355
-4.461941304204348,3.098079567596647,0.36455010832690427
-4.4262439457618274,3.0824790525532624,0.3538825140470989
-4.5102361113058445,3.0996907100553988,0.37188199763884183
-4.682537570056818,3.1630943996449252,0.4049919601476
-4.303261485772951,3.0442487956897573,0.38049473945017115
-4.433193383289274,3.0773127190568412,0.3541937631822185
-4.423742742025415,3.073573800893614,0.3528893772498102
-4.479349019762654,3.0848967843668635,0.3303899046700302
-4.513708706314793,3.0988706628200346,0.33975157390130006
-4.596782180035714,3.14844487956382,0.3420773379322628
-4.3145935629045375,3.0509996065972134,0.38196628948184086
-4.810880271431834,3.189454665192154,0.3707676772440889
-4.490319091193291,3.1139202847786844,0.35252198422378317
-4.699906731235031,3.1513262943827756,0.3856565783489611
-4.699738502047764,3.1720352177223905,0.37656510494766643
-4.635054408794179,3.1415145973405916,0.3819364942389033
-5.004788904358782,3.2732897244546173,0.3892751718137057
-4.284306322596955,3.0266156521083767,0.35020179018795905
-4.556116251480482,3.132155975971504,0.3924343706411015
-4.85573498836424,3.2060425492813143,0.34575507430325403
-4.453053505503458,3.098252976301371,0.38469964285816766
-4.4749987012636385,3.1076814541672957,0.38717213539585127
-4.792470961324446,3.2075443970926267,0.38683554196609654
-4.8616805375931955,3.2206734997069417,0.33249998138827647
-4.710116592768802,3.1763638974492916,0.3496119615239925
-4.883286698403666,3.232210879352778,0.341318548032382
-4.422440503676879,3.086895320594069,0.4122299121683224
-5.243027922211929,3.3363577324067397,0.3555960326517749
-4.729219769186006,3.1661004757131597,0.3667824721722417
-4.305918169254503,3.0561691995940548,0.3856474792096265
-4.655532033282794,3.14407409773416,0.386151245260991
-4.0367499676199206,2.974306189430659,0.3906417709317537
-4.61974320105697,3.1388108881972103,0.388733316364874
-4.754522131402004,3.1801258006299737,0.3451939203311793
-4.74658530070412,3.1754068609273944,0.33289330966719155
-4.870965404675517,3.223127698106818,0.3421775484023612
-4.599779553006614,3.1438139616508813,0.3583164036397526
-4.599779553006614,3.1438139616508813,0.3583164036397526
-4.743913237450221,3.1724612439743316,0.37415201733431747
-4.550190552457034,3.1340336926160774,0.3348334833869471
-4.335824346027968,3.0555025860300025,0.38572893542497516
-4.36481280288884,3.0667405297645156,0.37309756733232374
-4.529452413871227,3.1159900178113027,0.34239181876145486
-4.814931902453867,3.2002450981504733,0.40102253464423165
-4.485430529285611,3.1029675338942115,0.3400593094848459
-4.853564563146583,3.209472454054268,0.39393962598908233
-4.549434083459017,3.10304965989739,0.36736627637018404
-4.380972307033721,3.0558672095578956,0.38676377127646866
-4.908839026587419,3.2434503159235732,0.3813603251235595
-4.905189107381511,3.2489945420334996,0.3794050043665538
-4.431843991787317,3.0804530478037373,0.38449657685221333
-4.479275057282915,3.100269631499067,0.3961376533304794
-4.374726017056786,3.0707981272151588,0.3733587897917498
-4.5968676257581995,3.1352753184097146,0.4065224766112431
-4.414493010267375,3.081658701394931,0.4076745347502373
-4.650375498185747,3.146391762636327,0.36304473846546614
-4.879787472369787,3.2326951183329515,0.36586120376050246
-4.908550313095391,3.237253447565377,0.3612625026031827
-4.968972503174998,3.256251328471489,0.3551545065706023
-5.055275633719584,3.2747227849680107,0.3640268319643529
-4.405799960931702,3.0729057841961893,0.38969432642686214
-4.496794874774874,3.0871004244861173,0.3625357684556283
-4.580690067979762,3.1422327325119928,0.3860156841437642
-4.083395861125449,2.9952178655054094,0.3738343924132134
-4.135992042235041,2.9853541603295577,0.38412018575610085
-4.660961801601886,3.1725929318357644,0.39576798620909154
-4.697240989223136,3.148970252408084,0.35101886715267705
-4.803597290906459,3.182996049358379,0.3442523528909827
-4.649782036116298,3.1396483175174588,0.3872167161317642
-4.689011118127815,3.1677386517909505,0.3519032508614625
-4.045673012078834,2.96614870143247,0.36918565011014887
-5.087656553637347,3.283596714147376,0.38081046555733766
-4.480601074471731,3.1053856806403473,0.39793470154625027
-4.756282112907974,3.1795822013197643,0.34362131050698713
-4.660811884131054,3.1574392330730436,0.4017692219253997
-4.487951979571859,3.1046559801576965,0.3426699762823832
-4.257778138822076,3.02738396474608,0.37903518900469624
-4.717806951006236,3.1601416330568712,0.3908685308272985
-4.505727027427811,3.106494676953127,0.36446818861775676
-4.65340592336677,3.1505656449162265,0.3639999128182533
-4.552627847987903,3.1262964068804115,0.38910120488442823
-4.561041434191339,3.128459344978041,0.3864969954625189
-4.728329585133193,3.170224762401999,0.33631550414369754
-4.570656723732113,3.13187237394336,0.3922259763815137
-4.572401914236885,3.122975139364408,0.3642041858061621
-4.575709935471057,3.12296007442891,0.3708997864307768
-4.468069225848696,3.1003578382869,0.3709634160804139
-4.507893037323826,3.110641896014627,0.3873042429708457
-4.648475420691866,3.1478308845708076,0.3438306501490115
-4.448606878078967,3.08163575378732,0.35875599281937537
-4.8102104223879225,3.202477779788862,0.37899774646533896
-4.710712888054626,3.1605487883994,0.39147031458451315
-4.717065621458755,3.1815795089656,0.3604716178430931
-4.458328519078741,3.094326907017511,0.3856660711710632
-4.873393506648631,3.214355662446975,0.37139619788990846
-4.44263060403984,3.094662929895362,0.3601495596006132
-4.808602139236247,3.199881040295702,0.3928771198665801
-4.723806693442117,3.1776860161986127,0.38986254479237115
-4.438111590411105,3.074212563630811,0.3574505450825634
-4.995840067476688,3.255893854079676,0.38192752818254955
-4.321150297603533,3.049084805321364,0.3491456269939054
-4.409611221327006,3.0827812037160878,0.3421228438796565
-4.533308063769174,3.1088879033255825,0.3181066483127348
-4.695144490748673,3.1726392318082004,0.42207130912381263
-4.767597527972093,3.195630816214376,0.379244140746842
-4.378510764006848,3.0601601306364263,0.3781743082816023
-5.15201822880272,3.30901100035582,0.34694165067282323
-4.871752697848166,3.220956308174271,0.3720617332409076
-4.503381157411843,3.1150208448865664,0.3314687231552565
-4.56413027234479,3.1130474366829595,0.3846886059380238
-4.486312595406042,3.102558365862321,0.38789224438760384
-5.048660462436176,3.2795550838097505,0.34732822897821053
-4.544182310331124,3.110256246513637,0.34290644730931163
-4.726941413099245,3.1817222532233758,0.38306265793782185
-4.738370158693948,3.164178278481278,0.40965197498710026
-4.639943151229244,3.1439674585629245,0.3792066153592475
-4.638522482920801,3.1493173225934905,0.34755210192677227
-4.429516446963305,3.085064407889813,0.3331316792760319
-4.724195627124353,3.168571473515465,0.35757745971360244
-4.600659087990106,3.1602716801291892,0.37621164444852284
-4.7073826167361785,3.1648852807529337,0.36471376485806006
-4.79893935010814,3.1901622240455207,0.3406167215983659
-4.389456937735826,3.0768643261228488,0.3832584764698745
-4.459839568347359,3.0990190709046583,0.36190691465373687
-4.904753513773394,3.2280261786864903,0.37136585979482745
-4.551819766596408,3.1241425127794975,0.3663251280076874
-4.777238566948029,3.1952842901331175,0.34283801087632926
-4.335182358611132,3.0495139570161975,0.39153391875295007
-4.7094900691829995,3.1657943423874952,0.39626804784259717
-4.497381212596851,3.100668522387486,0.3787584811797612
-4.5849715113493925,3.1276730203795533,0.38651746044523244
-4.825162636346245,3.2173979587773656,0.37112654642980825
-4.801918394904863,3.197890388775375,0.3454713362883575
-4.353331312778523,3.0436923317931877,0.3488537412187221
-4.522595098724169,3.1296957487689774,0.4103577381969472
-4.3402992121084,3.0545728601768607,0.36269141225993257
-4.864575925586951,3.218810262676104,0.36599230112276776
-4.44001042911373,3.0865241593462467,0.36944868555896104
-4.417620557477406,3.0755888306399246,0.3547390282798072
-4.772822155152323,3.182709593176993,0.36480709581869797
-4.910494324931257,3.236514568720857,0.344919040112056
-4.9699262245648175,3.25305214580681,0.33780920100486406
-4.426996852517055,3.0809633988436924,0.3617562266531955
-4.852485559401005,3.2209978747415273,0.3916656769456067
-4.713842461717399,3.1790889103652606,0.4012655677106848
-4.7943232528797965,3.1953470071257284,0.3506051972284741
-4.778198608066161,3.213200400096093,0.4087522158525141
-4.874303700164507,3.228152726520107,0.40183894560162536
-4.778906444407675,3.202172094616766,0.3701039206690449
-4.433370326889285,3.0808920554196395,0.37936589360468215
-4.36714921187149,3.0631858332938857,0.34290864829451173
-4.737211170660229,3.1678093467803516,0.3460666231070715
-4.716446745794865,3.182790627113807,0.35118476205436056
-4.664889575390147,3.1445402007880787,0.38088380875604094
-4.670471415062883,3.1498331935157218,0.35983981528169134
-4.780412020964791,3.193607507372447,0.38666229285079096
-4.914184659657121,3.226655448558785,0.3906495038374485
-4.575390169016497,3.1259439584433513,0.3721626482973187
-4.779643748423644,3.1913135946707487,0.36505897984362445
-4.700455383259151,3.164580981709592,0.36567522099916205
-4.7831604864065,3.2031064120505515,0.3559432477894184
-4.602411133783594,3.158867560013223,0.37967360845963877
-4.6129741154371935,3.1382416327189713,0.38698547412461193
-4.463497956126987,3.1012864322149767,0.3574661467596923
-4.7656271820850336,3.1789510298120662,0.36662661235986255
-4.696594832198075,3.174149107619971,0.37233741345571475
-4.750584927975294,3.188299155099542,0.374788516731494
-4.557194687837466,3.1215763578055253,0.3710859920606141
-4.799315487412312,3.2096506369543123,0.37246303337644143
-4.396445481919653,3.0621979794840497,0.3681859196541413
-4.495231120802685,3.10062055896481,0.34646698739860976
-4.637046122981163,3.1416467803585517,0.4036701392880119
-4.261909853740324,3.0362008442809554,0.3770580367539898
-4.899099723916401,3.2215073476870177,0.33967327098359457
-4.635090090410579,3.1475362648295073,0.35550351874617464
-4.58303682789257,3.1296650805824098,0.3689763006999874
-4.621159875496239,3.1487774218344673,0.3706254888399905
-4.815275214298925,3.194043082553481,0.3696080954449461
-4.583603079610419,3.139274641200535,0.3758349106170712
-4.702082034819605,3.160282612095775,0.35505379412457483
-4.5255071786038,3.116074034647857,0.3745543822108365
-4.02692609372196,2.974144757832678,0.39578925058588044
-4.421776883872043,3.07672583010128,0.38830900444043426
-4.643266198130351,3.1316250544891417,0.39052794044285627
-4.78947939154671,3.2005840753355197,0.3717439012870692
-4.748781597531321,3.183170147012305,0.3450458068878427
-4.436464323302973,3.0890211981313183,0.4019377865962419
-4.656574176894483,3.1552225579879685,0.3543908521534408
-4.655882160474024,3.1530783046124267,0.3870954546982609
-4.318418980140501,3.0598784251653153,0.3698418141077426
-4.080512074565057,2.9900936609709885,0.38736770880222643
-5.164081604941217,3.301700441550996,0.36446429884512366
-4.1589510622657535,3.012136869107787,0.38737367728376887
-4.810209512207422,3.19239388611573,0.4002280564445787
-4.786715184088547,3.1828496355531315,0.4035981375532709
-4.916522932926445,3.2563148732896057,0.3865070917590971
-4.470296461489451,3.1212232658113503,0.37208983525483874
-4.799762417846299,3.20868591139764,0.39413876899521894
-4.300494387234397,3.03446092791637,0.350248953193469
-4.651291720788346,3.15249193643071,0.38595690177029734
-4.776637053707615,3.1915398605618215,0.358458633917063
-4.515306549043643,3.1114753848690357,0.3520866749959673
-4.754251848056899,3.1759663049045246,0.34455353518811854
-4.970778758648076,3.255872210983106,0.37254327848622426
-4.539537571563393,3.117651601525105,0.37018994671254946
-4.553153120669174,3.125747578944087,0.42288734464376077
-5.121557308017801,3.307477123146943,0.36611139235931806
-4.125108936782961,2.9842046430200857,0.37314373429915276
-4.081392249949509,2.968365139712128,0.3795490811925636
-4.396162899815567,3.0621678728382675,0.33809313800725427
-4.442861801934907,3.07566287843737,0.3874747880674742
-4.7993339649269275,3.20790672626771,0.3531631868863575
-4.376329942743648,3.047177451863228,0.3619401877643993
-4.629163404768543,3.133144982380526,0.3476543371351555
-4.550604105934249,3.107917493752029,0.3530158632684034
-4.098759155012423,2.9761058333374764,0.3576546597463001
-4.235359532744643,3.0079962420227346,0.3750143755646365
-5.021775890370656,3.2803067572090785,0.3655317682444715
-4.850212043396319,3.2176986230071116,0.38446507266905827
-4.377778040749389,3.0613682763208163,0.36370167830939315
-4.566896858547168,3.117006095539927,0.3788677582751961
-4.618177122903311,3.145482558933373,0.39060464373386616
-4.746435851713069,3.180371996910903,0.35553915129120245
-4.579327341322765,3.1194721749676924,0.3613413317996863
-5.025636280674377,3.256013380135627,0.4051451365851031
-5.080742810946295,3.27148010548573,0.37602288449450044
-5.05068156922413,3.272046902532352,0.3730917808446523
-4.23783361051992,3.022950723807501,0.36807560905679054
-4.903659100921154,3.2330006038740136,0.3835829856458511
-4.725018448837401,3.17821107327821,0.38624270904029673
-4.814736110357184,3.188897057289801,0.347520585177208
-4.544718427931195,3.1137581985541964,0.3883173232394236
-4.835632883430177,3.2019709630127275,0.38757798268880356
-4.682352577547628,3.17090139938974,0.37890813446513605
-4.569421206146432,3.1411116284522893,0.3489955371652404
-4.811282932829364,3.190768085300484,0.35843172903823095
-4.677147029199808,3.163910265679517,0.35921402448185685
-4.635697184437673,3.144935869734271,0.37581387804071015
-4.755871836986264,3.1759426249505167,0.355214896736013
-4.557209006898651,3.133514659059639,0.40713971729931814
-4.940525833399449,3.231622334398891,0.33852561941188103
-4.940525833399449,3.231622334398891,0.33852561941188103
-4.346691970760223,3.0839353198751644,0.38656369121362316
-4.77168360933362,3.200907777369092,0.36544476725638536
-4.515803634829912,3.0942392089390864,0.3549646325556713
-4.796929386215787,3.206603540537618,0.4081294243944613
-5.015082298838392,3.2786601127682196,0.3929940168751384
-4.326842914094404,3.0521821378307408,0.3697934764236682
-4.706227380935948,3.1655032200709283,0.3963305874031155
-4.606416194584127,3.1346543768697086,0.3898049401756298
-4.512835702576207,3.0928641306305216,0.39678428274588196
-4.530355821878267,3.103199164267562,0.38265702447682454
-4.745003833436672,3.2038653944191364,0.35789626579484535
-4.510749549996556,3.104904150781364,0.3606578897635462
-4.940803071436542,3.2384206094132186,0.39160221935524697
-4.613523191957277,3.1365950983768194,0.3781068007028423
-4.683162311905023,3.1486252432216246,0.3974851566173836
-4.767941124757996,3.171232960125812,0.3881800318809201
-4.895762273415156,3.2311330128199414,0.35499153830091595
-4.419753878810119,3.075051973381138,0.34347381585178266
-4.450644649532793,3.078045949506139,0.348397381833636
-4.337708416174288,3.0618413150773396,0.418973504120055
-4.593278295827241,3.140679355508444,0.4071019047696584
-4.8118610343504375,3.18993456329388,0.38461160972738423
-4.631390049741588,3.1373495568085925,0.3477208754747588
-4.551062286957578,3.10986003515153,0.3393003280386284
-4.513356794402351,3.103439786009427,0.3457859962481026
-5.204188850481924,3.3206869872781604,0.406785154751025
-5.021406005557467,3.25916576614615,0.4165629793668423
-4.58319140491418,3.121635006039408,0.3547940346836089
-4.249369179603357,3.0227537926305703,0.3642437397297623
-4.685385760420394,3.166221963740698,0.37387856365706046
-4.286749736650886,3.034455835607209,0.3740725701114591
-3.949550592947311,2.9292157285756057,0.37825901318958727
-4.401335285828682,3.062587604389057,0.37869780979879175
-4.426088447357599,3.0794053179694885,0.3593167608876455
-4.757069061430081,3.1734971185840233,0.3644700979920087
-4.547801376824079,3.1314053783006033,0.37503173974300946
-5.193318736215905,3.3149795989757784,0.38693894634034315
-4.497181812149125,3.1287918149209055,0.3604358653269532
-4.589261322340111,3.10527493934242,0.3971894155960433
-4.692288733549386,3.1474106736282432,0.36666829086706804
-4.624410801125946,3.1285786379543437,0.3647806320653184
-4.482170882709784,3.0991326506169203,0.3793963135538561
-4.58769248419088,3.130258322833374,0.35631866587066696
-4.8105459686742025,3.1882443500205744,0.35123399042423703
-4.6720295099414555,3.1567760723009037,0.3801255860698044
-4.797991900787655,3.1956428320407384,0.3674643356584132
-4.708940614035646,3.16059080230918,0.3821352963581032
-4.541933186534559,3.1224330615678424,0.37972833538933276
-4.929814315389042,3.2413021496664074,0.34816051464542247
-4.961951387789131,3.24951278848689,0.35422584017568076
-4.700521933774783,3.17376585376874,0.389675481777362
-4.5452760216982355,3.119984920135123,0.3691466108675899
-4.466584461085324,3.0871165323370953,0.37072650381204936
-4.744107895258097,3.18156367523096,0.3846194406249229
-4.262592164057705,3.0225082915497636,0.3752990989413137
-4.826892725027257,3.2035499000859735,0.3852798863292878
-4.411609425425736,3.0890503287472417,0.36992123703508295
-4.86223559217976,3.222905537944309,0.3871533172503223
-4.539988277365518,3.117282444795281,0.35858593613755624
-4.620091483141754,3.1427703815062986,0.39381665399213195
-4.535577309581781,3.11611879382112,0.3836847554306104
-4.499772669197015,3.1007928877531628,0.4081088788039595
-4.914739716084008,3.2387767411807493,0.42695703261204876
-4.62484093202373,3.1502321332631746,0.400623672508787
-4.6740118503030486,3.1591034935739177,0.3711557494106718
-4.345058322239118,3.0621505963026787,0.3455482417412977
-5.06008353749022,3.2719206987811407,0.364405730116142
-5.099678810413277,3.281944684696451,0.3688247762658876
-4.261906767735329,3.037694186508807,0.3615544046303936
-4.824519855567227,3.197174197429299,0.37364584910407034
-4.824519855567227,3.197174197429299,0.37364584910407034
-4.517199308550636,3.1130319033828995,0.38197835177785466
-4.676188935757531,3.153897642546556,0.34859005416122313
-4.762169191502528,3.185859121505889,0.3425993328881998
-4.891351252400081,3.2180521481488333,0.3921512461784209
-4.780945476330894,3.1960325241439187,0.38302013328971185
-4.780945476330894,3.1960325241439187,0.38302013328971185
-4.448452846565544,3.0793382467367336,0.3795665430052408
-4.661825449276775,3.1355392712227177,0.3610530677232781
-4.70849515339727,3.157358169464038,0.40517822004209814
-4.969832387109559,3.242013200768931,0.3435866941972744
-4.392096375027743,3.076832444774262,0.35648605334841044
-4.830662038373277,3.2036636999148036,0.3713036443567098
-4.989212738487823,3.2465666209832005,0.3941818921021474
-4.481912882634473,3.1041206904566283,0.38201744287951706
-4.869232779543028,3.212849613069867,0.365969011391091
-5.031653834260553,3.2715088604910703,0.3576854451972241
-4.33759614853649,3.062490071347877,0.4167007667771971
-4.85057544268,3.210003001049448,0.3324739804665519
-4.739353901966525,3.1798575626348535,0.35875453032362886
-4.3856214014933705,3.0674390399598583,0.36986135254533536
-4.568106177933393,3.126079072303273,0.3426542308439605
-4.226541612948964,3.021540626163747,0.35059962510862996
-5.046745423272395,3.270454924315415,0.41996116348654977
-4.779985597317462,3.1901870641913717,0.36517284896401436
-4.3999105855199865,3.075715322782827,0.3832483393969567
-4.826388199273946,3.2079735023646427,0.358862889328558
-4.625494715290564,3.145370762812184,0.3882980376950632
-4.769571842724833,3.180273690671528,0.35845383962473376
-4.244905876633069,3.024645150058931,0.3675652210867525
-4.86499036316234,3.2176602910506436,0.3710624664218988
-4.365826824037919,3.06199088683948,0.3467098001634304
-4.745085755750954,3.175027400197954,0.3962700091771753
-4.851166188261556,3.1935557174908835,0.41357240501515363
-4.594080449120794,3.1398173264028237,0.38330675207825055
-4.482042393634457,3.0987002332113236,0.40244737132956226
